,Unnamed: 0,4299 WATER OUTLET,4292 WATER OUTLET,AUX HW LOOP WATER HEATER,AUX HW LOOP SUPPLY SIDE INLET,Environment,Environment.1,Environment.2,AUX HW LOOP WATER HEATER DHW INLET NODE,AUX HW LOOP SUPPLY SIDE OUTLET
0,1/01/2002 01:00,0.0,0.0,0.0,16.7364725341171,4.825,0.0,0.0,16.7364725341171,55.0
1,1/01/2002 02:00,0.0,0.0,0.0,16.7364725341171,4.8,0.0,0.0,16.7364725341171,55.0
2,1/01/2002 03:00,0.0,0.0,0.0,16.7364725341171,4.95,0.0,0.0,16.7364725341171,55.0
3,1/01/2002 04:00,0.0,0.0,0.0,16.7364725341171,5.225,0.0,0.0,16.7364725341171,55.0
4,1/01/2002 05:00,0.0,0.0,0.0,16.7364725341171,5.6,0.0,0.0,16.7364725341171,55.0
5,1/01/2002 06:00,0.0,0.0,0.0,16.7364725341171,5.85,28.5,24.0,16.7364725341171,55.0
6,1/01/2002 07:00,0.0,0.0,0.0,16.7364725341171,6.425,123.25,80.5,16.7364725341171,55.0
7,1/01/2002 08:00,7488.93707257663,991.909336360219,0.0,16.7364658321837,6.75,252.75,48.0,54.9854242035656,54.9915444165299
8,1/01/2002 09:00,7487.5141578333,991.720871374457,0.0,16.7364657185916,6.95,342.75,82.5,54.9581528425487,54.9762562405056
9,1/01/2002 10:00,7461.95893298127,988.336083135772,0.0,16.7364657185916,7.15,462.75,46.5,54.3859652239748,54.8377428976018
10,1/01/2002 11:00,0.0,0.0,0.0,16.7364657185916,6.675,590.5,6.25,16.7364657185916,54.1953378321994
11,1/01/2002 12:00,0.0,0.0,0.0,16.7364657185916,6.05,650.0,7.5,16.7364657185916,54.1953378321994
12,1/01/2002 13:00,0.0,0.0,0.0,16.7364657185916,5.375,632.25,32.75,16.7364657185916,54.1953378321994
13,1/01/2002 14:00,0.0,0.0,0.0,16.7364657185916,5.2,493.5,102.75,16.7364657185916,54.1953378321994
14,1/01/2002 15:00,0.0,0.0,0.0,16.7364657185916,5.2,390.75,109.0,16.7364657185916,54.1953378321994
15,1/01/2002 16:00,0.0,0.0,0.0,16.7364657185916,5.2,262.75,123.0,16.7364657185916,54.1953378321994
